text,label
"Not much to say on this one. A plot you can pretty much peg, in the first 10 minutes. Nothing overly wrong with this film, very little action for an action film. There was a chance to explore the characters emotions occasionally. Whether an action film is the right genre to do that with, I'm still undecided. Sniper was one of the easiest films to watch without giving full attention to, as it had little twists and a straightforward plot. I was probably guilty of that, so with a second watch or with undivided attention it may be better.<br /><br />4/10 (but the best of my 4 out of 10's)",0
"The Unborn tells the tale of a married couple named Virginia (Brooke Adames) & Bradley Marshall (Jeff Hayenga) who have tried for the last five years to conceive, Virginia has had two miscarriages since then & is desperate to have a child. They visit Dr. Richard Meyerling (James Karen) for help after he is recommended by some of their friends, Dr. Meyerling says he will be able to help them have a child. Dr. Meyerling operates on Virginia & it is soon confirmed that the surgery has been a success & Virginia is pregnant. At first everything seems perfect & the Marshall's couldn't be happier, but their picture perfect lives don't last for long as Virginia's pregnancy develops problems, she becomes moody & acts totally out of character & she receives a worrying phone call from Beth (Jane Cameron), another woman who has undergone Dr. Meyerling's procedure, who claims that Meyerling is in fact using his patients for his own sinister ends & is in fact a disgraced genetic researcher. Virginia begins to question just what is growing inside of her...<br /><br />Produced & directed by Rodman Flender I actually thought The Unborn was a decent horror/thriller (it's DEFINITELY NOT a sci-fi film as the IMDb would have you believe) that pleasantly surprised me. The script by Henry Dominic tries to be different & it must take some credit for that at least. The Unborn goes for psychological horror rather than cheap scares & bad special effects, it's got quite a clever story that works & plays on basic human fears. It moves along at a fair pace although it's not exactly an action packed film by any means. The climax was good & seemed a fitting way to round things off & the warnings about messing around with genetics seem even more relevant today than it must have been back then, maybe Flender knew something the rest of us didn't. On the down side it lacks some exploitation elements & is at heart a dialogue driven film mostly focusing on one person so it can get a bit dull at times. Also, I have to mention it, what on Erath was that grinning black skateboarding dwarf all about eh?!<br /><br />Director Flender does an OK job, The Unborn is far from the most stylish or visually interesting film ever made but it's good enough. The atmosphere is good & there's a fair bit of tension as what Virginia has inside of her & Dr. Meyerling's sinister plans aren't fully revealed until the last possible moment. Disappointingly the blood & gore is almost non existent which in a way lets the film down because in retrospect nothing really memorable happens, The Unborn relies on good storytelling which is fine but in a week I doubt I'll remember too much about it.<br /><br />Technically the film is OK, I'd imagine that The Unborn had a pretty low budget but it's well made even if it's a little bland & forgettable. The baby creature is actually a decent special effect & has fairly realistic facial movement. The acting is good & this was one of the first acting jobs credited to Friends (1994 - 2004) star Lisa Kudrow, I have to be honest I don't like Friends & I don't even know who she was in this so I can't tell you how she did.<br /><br />The Unborn is a good horror/thriller that deserves to be more widely known & seen, it's far better than a lot of low budget crap that litter video shop shelves. If your a horror fan & are looking for something a bit different, something slightly more intelligent & thought provoking than usual then I think you could do a lot worse than The Unborn. Followed by a dumbed down sequel The Unborn II (1994) which I watched straight after this, check my review out if you want..",1
"This is the sorriest collection of clichés, strung together on a straight line, with no discernible plot or any decent way of acting I've seen in a long time. Canibalising scenes from Star Wars, Reign of Fire, Godzilla, Lord of the Rings and Harry Potter, it went for an all out war on the viewer intelligence. Was this movie good? It wasn't a movie at all!<br /><br />Even if it doesn't go so low to actually be funny and achieve cult status as a comedy, the movie does offer some laughs. The trick is to put the copied scenes in the context of their original films. Gandalf can be funny talking Korean, the basilisk looking snake hilarious if you compare it to a kitten and the evil henchman can provide a lot of fun switching back and forth between Sauron and Jaja-bing, or whatever his name was.<br /><br />Bottom line: any pleasure derived from this movie is completely dependent on the state of intoxication and imagination of the viewers, not on the director/writer. Shame on you, Shim!",0
"An interesting change from the first one. there was more mystery to this movie then the first. Even when it ends your asking yourself what happened who was the killer. There are some good parts through the movie, the first half starts off slow and then in the last half the pace picks up. All up the movie is enjoyable. The story is 22 years after the events that occured in the first film, Norman Bates is out of an asylum and back to the Bates motel, but when a woman turns up claiming to be his real mother, things start going wrong. Perkins plays an aged Norman well again and the scene at the end was excellent, he swang that spade awfully hard.",0
Certainly any others I have seen pale in comparison. The series gives balanced coverage to all theatres of operation. No one country is given undue credit for the Allied victory. Laurence Olivier brings great weight and dignity to his role as narrator.,1
"So they hyped the violence and it's been branded as sick. Well, the violence is the best bit I'm afraid, but unfortunately the characters are not developed enough to allow us to understand why they go on their (entirely predictable) rampage. This film has a truly dreadful script. We never get a chance to get to know Robert and his actions at the end are just plain pathetic. The acting isn't much better, either, the worst of them being the TV chef and the school teacher. The direction is clumsy, the pace enough to send you to sleep. And what on earth is the school film project all about? A comment on the film itself perhaps? The use of newsreel during the climactic murder is laughable. These guys obviously think they're intellectuals but are hopelessly out of their depth. How on earth they got the great Yorgos Arvanitis to light it I'll never know. And how they got the money to make it in the first place is an even greater mystery. Absolutely awful beyond comprehension.",0
"I found this a good movie to pass your time, but not by any chance of any historical value. The portrayal of Cleopatra reminded me a cheap soap opera.<br /><br />The twist of the facts is... funny! She gave birth while feeding her people!?!? O please... A pregnant Queen of Egypt (especially this one) would not bother to go from one room to the other for that reason! They tried to make her appear a saint for God's sake! And the way they tried to justify her murdering her own sister... beyond description.<br /><br />Cleopatra was the greatest politician of her time. Her decisions were based anything but her feelings and morals. She did everything for only two reasons: Power and self-preservation! She was borne in a family where she had to straggle for survival, something she did very well. Anything that stood on her way was either murdered (her brothers and sister) or seduced (Ceasar and Mark Anthony).<br /><br />Unfortunately Octavian was too powerful to kill and too... gay to be seduced. So, he was her end...",0
"Very few so called ""remakes"" can be as good as the originals. This one crosses that border with flying colors. Just a remake, I don't think so! I saw it theatrically at the age of nine, and was completely entranced and enraptured by the film. <br /><br />The film certainly invites comparisons to its 1963 counterpart. The earlier film is also a enjoyable and entertaining movie, but admittedly it tends to feel more like a nature documentary than a film. This update is more epic and cinematic. Still, I thoroughly recommend both films.<br /><br />This film is certainly a must-see for an animal lover. We have the wise old Golden Retriever, Shadow; the sharp, sarcastic Himalayan cat, Sassy; and the young, fun-loving American Bulldog, Chance. The animals are brilliantly voiced by Don Ameche, Sally Field, and Michael J. Fox, respectively.<br /><br />There is virtually nothing offensive in the film. There is a bit of scatological humor, but nothing extreme. No hard violence, save a few tense scenes involving a pounding waterfall, an angry porcupine, and a dark railroad shaft.<br /><br />Hilarious, scary, moving, and above all real, it surprised me to see that this film didn't win any awards, not one. Nevertheless, I will have to say this is just as good as some of the Best Picture nominees nowadays.",1
i two came home from school fast as i could to catch HRpuff and stuff on t.v. that was the most fun time in my life is to watch HRpuff and stuff on t.v. growing up still love it today i am 46 years old. this year......,1
"Camp Blood III is a vast improvement on Camp Blood II as it has sound mostly in the right places and a rudimentary plot. This time they've ventured slightly further away from the car park the other two movies were filmed in which is a good move as you can no longer hear cars driving past what is supposed to be a remote wilderness.<br /><br />This time around there's a reality TV show and a fake clown to scare off the contestants. This is hardly a new idea, I've seen at least three other horror movies with exactly the same premise where the real killer turns up but at least this one has a plot instead of people just randomly being stabbed with a knife.<br /><br />Unlike the other two in the series this one is at least good for a few laughs. I liked how there's a gunshot sound effect when someone gets stabbed early on and the way the boom mike hovers behind people like a phantom.<br /><br />I don't know why anyone would want to make a third Camp Blood film, I would have thought it would be better to start from scratch but they have at least tried with this one. The half naked deformed woman was a bit much for me, it looks like they tried to keep continuity by hiring some freak who would get her clothes off for $5 just like they did in the second movie. They still haven't worked out that a machete is used for cutting not stabbing but oh well, it's a Camp Blood movie what do you expect? If you like crap films you'll get some fun out of this one.",0
"Who knew? Dowdy Queen Victoria, the plump Monarch who was a virtual recluse for 40 years after the death of her husband, Prince Albert, actually led a life fraught with drama and intrigue in her younger days. 'The Young Victoria' not only chronicles the young Queen's romance with her husband-to-be but also does a pretty good job of detailing the political machinations surrounding her ascent to the throne.<br /><br />The Act I 'set-up' draws you in right away. Following the death of Victoria's father, the Duke of Kent in 1820, less than a year after Victoria's birth, the Duchess of Kent eventually hooked up with former Army Officer John Conroy, who offered his services as comptroller to the widow and her infant queen-to-be. Conroy insisted that Victoria be raised under the atrocious 'Kensington system', rules designed to prevent the future Queen from having any contact with other children while growing up. What's more, Victoria was forced to sleep in her mother's bedroom everyday until she became Queen.<br /><br />The film explains that in 1830 Parliament passed the Regency Act, which established that Victoria's mother would become regent (and hence Guardian) in the event that Victoria acceded to the throne while still a minor. During this time, the Duchess and Conroy tried to intimidate the hapless princess and insisted that she sign papers making Conroy her private secretary and treasurer. Strong-willed Victoria would have none of it, and refused to go along with Conroy's and her mother's nefarious plans. The Duchess disliked King William as she regarded him as a philanderer who brought disrespect to the Monarchy; the King felt the Duchess disrespected his wife. As a result, the Duchess attempted to limit Victoria's contact with the King. In an over-the-top scene which seemed to actually have occurred in history, the King berated the Duchess at his birthday banquet, stating that it was his goal to survive until Victoria reached her 18th birthday so that her mother would not become regent.<br /><br />King William kept his word and died a short time after Victoria became eligible to accede to the throne. Victoria took revenge on her mother for her support of Conroy, whom she blamed for making her childhood so miserable. They were both banished to a secluded apartment in Buckingham Palace and for a number of years Victoria had little contact with her mother.<br /><br />'The Young Victoria' conveys the excitement and pomp and circumstance surrounding Victoria's coronation as Queen. A good part of the film deals with Victoria's relationship with Lord Melbourne, the Whig Party Prime Minister who unfortunately is depicted in the film as much younger than he actually was. In the beginning Melbourne gains the young Queen's trust and they become good friends. In the early years of her reign, she sees Melbourne as a progressive, but later loses respect for him somewhat as he's revealed to be a typical politician, hiding his contempt for the masses whom he's supposed to be championing. In reality, Melbourne was more a father figure to Victoria, but the film hints at some sexual tension between the Prime Minister and Prince Albert, as though they were romantic rivals.<br /><br />The plot thickens when Melbourne is forced out and the Queen must commission Sir Robert Peel, of the more conservative Tory party, as the new Prime Minister. The film chronicles the events of 'The Bedchamber Crisis' in which Peel resigned after Victoria refused to replace some of her Bedchamber ladies with the wives of Tory politicians. The film leaves out another scandal which involved a Lady Hastings, one of the Duchess's ladies-in-waiting who was accused of having an affair with John Conroy and becoming pregnant by him. Because of her hatred for Conroy, Victoria contributed to the nasty rumors being spread about Hastings' alleged pregnancy. As it turned out, Hastings only appeared pregnantwhat she actually had was an abdominal tumor. Victoria's inexperience shows during the Bedchamber Crisis but the film's scenarists ignore some of the more unsavory aspects of her character as evidenced by the Hastings Affair.<br /><br />The rest of the 'The Young Victoria' deals with -- of course -- the romance between the Queen and Prince Albert. Victoria kept Albert waiting, as the film makes clear, since she wanted to acclimate herself to her duties as the new Sovereign. They spent a good deal of time corresponding with one another until Albert returned to England and gave Victoria support during the trying times of the Bedchamber Crisis.<br /><br />I find a good number of parallels between Prince Albert and Prince Philip, the current Queen's husband. While Philip is mainly Danish, he went to school in Germany and had in-laws who were of German background. Both Albert and Philip made it their business to reform etiquette in the Court (there's a great scene where Albert discovers that the servants are still setting a table for King George III even though he had been dead for years!). Albert's struggle was the same for Philipas husbands of Monarchs, they had to find something to do. Both Albert and Philip became involved in various civic projects and proved that they didn't have to live continually in the shadow of their ever-popular wives.<br /><br />Fortunately there's an excellent scene toward the end of the film where Albert infuriates Victoria with what she perceives as his 'interference' in her affairs. Albert doesn't want a second 'Bedchamber Crisis' so he goes over his wife's head and arranges a compromise involving Victoria's bedchamber ladies. Victoria is barely talking to Albert when an assassin's bullets almost cuts them both down (in the film Albert is shot in the arm but this never happened!).<br /><br />The performances in the film are uniformly excellent, especially the principals, Emily Blunt and Rupert Friend. The Young Victoria ends rather abruptly and the closing credits lean too much toward hagiography (no mention of Victoria's depression after Albert's death). But 'Victoria' is still an engaging drama and fascinating history lesson.",1
"There's a group of Fox TV executives sitting around a boardroom table wondering what new show to commission. <br /><br />'How about aiming for something like 24 or The West Wing?' says one of them, but they all agree it would be too expensive, and cheap TV is less likely to harm the station if it flops. <br /><br />'Well, how about getting together some great comedy writers and doing a quality sitcom?' offers another and is fired on the spot. 'Don't you know good writers cost lots of money!' the big chief barks. 'That's why we invented reality TV.'<br /><br />'We could do yet another crime drama...' suggests a man in a bland suit. 'I'm listening...' the boss replies, suddenly interested. 'People like CSI, so let's do another copy of that,' Blandman adds.<br /><br />'But there are already far too many CSI clones out there, what can we do to make ours stand out?' a naive junior enquires and is sacked instantly. 'Stand out! If we do that people may be confused! Let's give them more of what they already like!' the big chief screams. <br /><br />'Let's just add more violence and make it really grisly, we are Fox after all,' another suit suggests to a hearty reply of 'now you're getting it', from the big chief. 'We could make them the Deviant Crimes Unit,' he goes on to add, clearly on a roll. <br /><br />'By Jove, he's got it!' the big chief laughs, 'and the victims could be beautiful and vulnerable women who wear very little on screen.' 'Well that would certainly distract people from the average acting and poor scripts,' Blandman points out. <br /><br />'Then it's settled, we just need a name,' the big chief announces. 'We could call it Sex Cops Violence?' <br /><br />'Too literal, how about Killer Instinctit conveys violence, but sounds a bit like Basic Instinct which had lots of sex.' <br /><br />'Puuurfect', the big chief replies and then they all slap each other on the back and go and cancel Arrested Development.",0
"Blackadder 3 is probably the Blackadder series that people have least heard of - it has basically the same principles as the second and fourth ones and has nothing revolutionary in it. But it is still great - a fiery Duke of Wellington and a fat foolish Dr Johnson (writer of the first dictionary in England) make this series one to be reckoned with. There are still more hilarious one-liners to be delivered in this series, and it brings out the humour in a lesser-known era - in historically accurate and enjoyable episodes. Blackadder's third outing is not the most famous and well-known of the lot, but Rowan Atkinson's role as a butler to a stupid prince is a funny and effectively done one, and Hugh Laurie is at his best in this series. Very good! 9/10",1
"Easily the best known of all the Shakespeare plays, it has been seriously let down here. Shoddy direction, stagnant studio work and erratic performances spoil a fine tragedy.<br /><br />In the town of Verona, the Capulets and the Montagues have been feuding for centuries but tragedy is imminent when Romeo (Patrick Rycart), a Montague, falls in love with Juliet (Rebecca Saire), a Capulet. Bloodshed soon erupts...<br /><br />The studio work, especially in daytime scenes, seriously stagnates the energy of the play. It's a story that, with it's energy, deserves to be shot outdoors. Coupled with this the costumes are hideous, with too many tights and ludicrous codpieces. The stage fighting looks horrendous, with far too much stretching and running around to be engaging.<br /><br />Patrick Ryecart is too lightweight to be a truly effective Romeo. He manages the character's intensity when the plot gets going but his stately accent and bland, often inexpressive eyes limit his range. It is very hard for the audience to relate to this Romeo. Rebecca Saire is too youthful to be a good Juliet - she captures the character's naiveté but a little more sassiness would have been welcome.<br /><br />The supporting roles don't fare much better. Joseph O'Connor's Friar Laurence is fine but too many of his best lines have been cut. Anthony Andrews' Mercutio belongs on stage and not on camera. He gurns and gesticulates excessively and looks rather ridiculous as a result. Alan Rickman, underplaying his role, has virtually no presence as Tybalt. He did develop an edge and intensity to deliver some fine screen performances in later years, but that isn't in evidence here. The Prince can be a fine role with his brief appearances but actor Lawrence Naismith fails to give the part any authority on camera. Only Micheal Hordern, in probably his best role in this series, comes out of this with any dignity. His Capulet is well-played and a joy to watch.<br /><br />See one of the other versions of this story instead.",0
I loved this excellent movie. Farrah Fawcett played the part phenomenally and with good heart. She plays a woman who is driven to extreme measures to protect herself and her friends after she is attacked by a stranger. After being rejected by the police she realizes she is on her own.<br /><br />Then one day when she at home alone the stranger breaks into her home and attacks her again. Not being about to call the police or get him out she is forced to spray him in the eyes and imprisons him in her fireplace.<br /><br />I think there is a need for a wake up call to the laws of the land. They are too easy on these criminals. It's time for more harsh punishments.,1
"Frankie Dio (Lee VanCleef) is a high-ranking mobster who turns himself in to the police or illegal gambling (for reasons that seem unclear to me). Tony (Tony Lo Bianco) is a low-level thug who frequents a pool hall and spends his free time envying Frankie. By being in the right place at the right time, Tony gets arrested with Frankie and is sent to jail... where they form a bond that may not quite be friendship, but it will do for now.<br /><br />This film came to me under the title of ""Frank and Tony"", which is disappointing because I see an alternate name is ""Mean Frank and Crazy Tony"", which would have helped sell the film more effectively. I presume that's an homage to ""Dirty Mary, Crazy Larry"" but what do I know? I watched it shortly after another Italian crime film, ""Violent Professionals"", and I must say the two complement each other very well.<br /><br />Italians have always lagged behind Americans in their budgets and production values, which is a real shame with this film. It is considered a ""grindhouse"" film, which unfairly demotes it to a b-movie (or worse). With a cleaner sound and picture, this could have been a Hollywood hit, I suspect. I found the story very interesting, the characters (and actors) better than average and unlike ""Violent Professionals"" the plot is fairly clear -- not too many secondary characters.<br /><br />If you like Mafia movies or crime films you should give this one a try. A film about the mob that's actually from Italy (how much more authentic do you want?) is as much as you can ask. Sure, it's not ""The Godfather"", but it's not supposed to be. This isn't a drama, it's a light comedy, heavy action buddy film... like ""Die Hard With a Vengeance"" from the point of view of the bad guys. Well, okay, not really.<br /><br />If nothing else, this film made me want to check out other films from the director and the principle cast. Films besides ""Escape From New York"" (where VanCleef plays ""Hauk"") and the usual cult movies. What's more fun than discovering a lost classic?",1
"If you like occasional nudity with junior high school level slap stick comedy, then look no further.<br /><br />Starting at about the halfway point, the beautiful and erotic Arielle Dombasle starts disrobing at every opportunity. That is the only thing that made this movie worth watching.<br /><br />The story is both lame and preposterous, the humor is corny, and character development is basically non-existent.",0
"Uma Thurman plays Sissy, a young woman with a gypsy spirit (and freakishly large thumbs) who hitchhikes cross-country, eventually finding her true place amongst a group of peyote-enlightened cowgirls on a ranch devoted to preserving the Whooping Crane; Rain(bow) Phoenix is their lesbian leader, Bonanza Jellybean, who falls in love with Sissy, thumbs or not. Gus Van Sant directed and adapted Tom Robbins' book, but his satire has no primary target and just skitters all over the map, like Sissy (maybe that was his goal, but it's not involving for an audience). Notorious box-office flop wasn't so much panned as it was ignored, and one can see why: it's a series of sketches in search of a plot, and the performances, directorial touches and cinematography are all variable. Thurman is a stitch posing alongside the highway trying to get a ride, but this pretty much put the kibosh on Phoenix's career. Writer Buck Henry (who didn't write this, but perhaps should have) gives the most assured performance as the doctor who works on one of those thumbs.<br /><br />Two thumbs down.",0
"Hood of the Living Dead and all of the other movies these guys directed look like they got together and filmed this with their buddies who have zero talent one afternoon when they were bored (lines are completely unrehearsed and unconvincing). I find that 95% of amateur movies and 90% of home video footage is better than this film (although the similarities between them warrant the comparison). ""Hey lets see if anyone is dumb enough to buy our movies!"". Hopefully nobody ELSE wasn't. My apologies to those involved in the flic as this review is somewhat harsh but i was the dope who read your fake reviews and purchased the movie.",0
"The form of the film is that of a suspense shocker. There are surprises, twists and turns, reverses and excitements. At times, this is truly an ""edge-of-the-seat"" film. But it disappoints, and disappoints severely.<br /><br />The villain of the piece is not believeable; his character does not hold together. I refuse to ""spoil"" the film, but will only say that the character we meet at the beginning just could not be he whom we see at the end.<br /><br />The second major disappointment of the film is that--finally, it becomes little more that a bloody slasher film. There is little qualitative difference between this and one of the ""Friday the 13th"" films. Not that every film need always be totally tasteful, but this film does drip gore on occasion.<br /><br />Though the film features the magnificent Sean Connery, even he does not measure up to his usual standard, and often just seems to be walking through the paces.",0
"This is one of my favorites along with the Mariette Hartley and Robert Lansing ""Sandy"" and the Agnes Moorhead-and-the-tiny-spacemen episodes.<br /><br />It is an important take, from mid-1961, on the long Cold War that the U.S. was then embroiled in. The beaten-down city-scene, the near-starving characters' sparse dialog, their threadbare uniforms, and the minimal action ""says"" it all: the absurdity of an on-going conflict that threatens to destroy human life, modern civilization, and all that is sweet and redeeming about it.<br /><br />It is a ""fable"" because it was made in a time in which, had events turned out differently, such as the second Berlin Crisis (Spring 1961) and the subsequent Cuban Missile Crisis (Oct. 1962), it would have actually been a reasonable representation of one of the U.S.'s major cities, ruined and replete with a few miserable survivors. I also see it as a ""fable"" because it is not only a cautionary tale, but because it is the most redemptive of all our popular myths: it is a love story, set in an impossible situation, and involving two highly mismatched lovers.",1
"I happened to watch this movie by chance some days ago while flipping channels. My expectations were not very high but it was an interesting movie.In 'A Guy Thing', Jason Lee plays Paul, a straight-laced, Seattle-based fellow who is about to marry his fiancée Karen (Selma Blair) and settle down to an unchallenging life of middle-class domesticity. We first meet Paul at his bachelor party, where he professes no desire to engage in any of the normal bachelor party type activities his (surprisingly few) buddies encourage, in case he's a bit naughty and gets into hot bother with his soon to be trouble and strife. Of course, the next thing Paul knows, it's the morning after the night before, he's in bed with a naked hula dancer, and his mother-in-law phones to inform him that Karen is on her way over. Oh, and the hula dancer is Karen's cousin Becky (Julia Stiles).<br /><br />From this small acorn of potential trouble grows a mighty oak of frenetic misfortune, as Paul scrabbles from misadventure to misadventure, trying to cover up what he's done whilst keeping up the appearance of being a dutiful, family-oriented good guy, who's super-excited about his forthcoming nuptials. His efforts to ensure Karen remains none the wiser about any potential wrong-doing on his part ironically forces Paul closer and closer to the fun-loving Becky, forcing him to question whether he really wants the life that seems to have been mapped out for him. The movie contains the right mix of comedy and romance. Definitely worth a watch.",1
"You will marvel at the incredibly sophisticated computer animation, and the novelty probably won't wear off on the first, second or third viewing, but you?ll be drawn in by the characters which are so simple yet intriguing, that you may find yourself actually caring for them in an unexpected way, which may or may not make you feel a little childish due to the medium.<br /><br />Disney continues to firmly hold the title of ""Greatest Animation in the World"", with ""A Bug?s Life"" standing as one of their greatest achievements. One of the innovative attachments being the delightful ""out-takes"" added to the end of the film. The DVD has two sets of these out-takes where as I?m told the VHS cassette has one alternating version per tape. The DVD also features ""Gerry?s Game"" which is a delightful little PIXAR short that was also shown prior to the film in theaters.<br /><br />This is by far the superior insect-film in comparison to Dreamworks? ""Antz"", which in all fairness is pretty good, but lacks something in the animation and in the story development and characters. If you look at the star voices of both films, ""Antz"" is largely cast with big name ""movie"" stars with a few familiar ""TV"" star voices, where ""A Bug?s Life"" is just the opposite, loaded with ""TV"" stars with Kevin Spacey as the only stand out exception. But the difference in quality is distinct and obvious.<br /><br />Dreamworks can?t be blamed or surprised though, when you go head to head with Disney, you have your work cut out for you. This is the kind of film that almost makes me wish I had children to share it with. Don?t think for a second that this is just a movie for kids, though.",1
"Don't get me wrong. ""GoldenEye"" was revolutionary and is definitely the best FPS game to be based on the 007 franchise. But the series had fallen into a FPS rut. Enter ""Everything or Nothing"", which puts Bond in third-person. When I wrote my earlier review for ""From Russia With Love"", I had finished FRWL and just started EON and judged EON a bit harshly. Even though FRWL definitely has the edge in nostalgia and capturing the essence of the movie franchise, EON definitely is superior in terms of in-depth controls and gameplay variety. Missions range from standard running-and-gunning to driving an SUV, driving an Aston Martin, driving a limousine that is wired to explode, commandeering two different types of tanks a la ""GoldenEye"", riding a motorcycle, flying a helicopter, repelling down a shaft guarded by laser tripwires, and free falling after a plummeting damsel. Sure, vehicle controls are a little clumsy, but the issue here is the variety.<br /><br />As movie adaptations, ""GoldenEye"" and FRWL were all that I could have hoped for. But EON's original storyline adds to the feeling of controlling a James Bond adventure. This is helped by the impressive cast list of Willem DeFoe, Shannon Elizabeth, Heidi Klum, and Misaki Ito. Judi Dench and John Cleese reprise their movie roles of M and Q, respectively, and Pierce Brosnan, while no Sean Connery, adds credibility to the game's proceedings. All characters resemble the stars, with the disappointing exception of Heidi Klum, who's in-game model doesn't do the real-life model justice. Mya's theme song is on par with at least some of the big screen Bond title tunes.<br /><br />The game also plays tribute to some of the older Bond movies. Willem DeFoe's character is a former colleague of Christopher Walken's baddie from ""A View to a Kill"". Richard Kiel appears as Jaws, the hulking henchman from ""The Spy Who Loved Me"" and ""Moonraker"" in three fight scenes, the first and best of which proceeds in the same fashion a fight in the movies would have.<br /><br />Single-player gameplay mainly consists of standard on-foot missions as Bond. Like Bond, you will be able to choose whether to use stealth or go out with guns blazing. The game provides plenty of opportunities to utilize stealth, with plenty of wall and object cover. Unfortunately, unlike FRWL, only one button in EON controls both crouching and wall clinging, so Bond may end up crouching low when he's supposed to be peeking around a corner, and vice-versa. The game also allows players to go into ""Bond reflex"" mode. While you browse your inventory, everything around you will go into super slo-mo, allowing you to analyze objects around you that can be interacted with. While this takes some getting used to, eventually this mode will allow you to perform many spectacular ""Bond moments"", such as shooting down a chandelier to take out four goons underneath, and greatly add to the Bond movie feeling.<br /><br />There are 3 available difficulty levels: Operative, Agent, and Double Oh. On Operative, you can breeze through in a few hours. On Agent, a few weeks. On Double Oh, a few months. The difficulty level can be changed for each individual mission. Garnering high scores on missions will unlock gold and platinum awards and effect features such as vehicle upgrades and the skimpy outfits the Bond girls wear. Some missions can be extremely frustrating due to a scarcity of checkpoints, but when all is said and done, no mission is any longer than a single action scene in a Bond movie.<br /><br />Multi-player, unfortunately, is not as thrilling. ""GoldenEye"" still has the best multi-player mode of any Bond game. EON's main multi-player is a co-op campaign mode that puts players in charge of lesser MI6 agents on a less important mission than Bond's. A more standard third-person death match can be unlocked from this mode. But the single-player mode is the most complete Bond experience to date. The ending, as with most Bond games, is anticlimactic. While the final mission is one of the most aggravating of the game, the final confrontation with the villain is disappointing. Also, levels that require Bond to be speedy become largely a matter of trial and error. Still, for any serious Bond fan, not playing this game is tantamount to missing one of the Bond films.",1
"This has to be one of the worst films I have ever seen without a doubt. The only thing interesting in this film is the cameo appearances from some great genre directors and King himself. The film has a great premise, but falls apart about 15 minutes into the story. I did like Madchen Amick in this film and think she could have a very good career in film.",0
"We rented five movies for New Year's Eve weekend and watched this one first. All I can say is that there was no place to go but up after watching this one. It was pointless and vulgar. Harvey Keitel's script must have been easy to write -- just make two out every three words a curse word. Andie McDowell is surprisingly good in a character roll, but the movie has nothing else to recommend it.",0
"I think that this movie was reasonbaly good. It's kinda weird that now the Olsen twins are 13 and have boyfriends and all. I enjoyed them alot when they were little kids on Full House. Anyway, the casting was good and the movie was somewhat funny. I kind of got mixed up between all the switching places and their names. It's just kind of an older version of It Takes Two.",1
"The subject is certainly compelling: a group of people take their love of gaming one step further by creating a fake medieval world full of warriors, kings, princes and castles. Wargaming is an interesting phenomena that delves into our collective need to ""escape"" from reality and the sometimes mundaneness of our existence -- something almost everyone can relate to. The characters are the predictable mix of Lord of the Rings nerds and Star Trek enthusiasts. That's enough to get most people to watch. However, very quickly the film turns into an insider's view of wargaming with an almost stereotypical thumbing of the nose to viewers who ""don't get it"". The filmmakers seem to take the subject of wargaming, and this particular one, waaaaay too seriously rather than once in awhile recognizing the humor and fun in making a film about adults drssing up in medieval gear and pounding each other with foam swords. It's pretty hard for anyone who doesn't sit on their computer for 7-10 hours a day playing games or desiging the latest star destroyer to understand what the characters are talking about and why we should even care. However, the filmmakers themselves seem not to care choosing to focus solely on the subject of the game itself rather than building a strong narrative with a clear story that anyone can understand. Moreover, the characters themselves are not that compelling and you quickly become bored of them: a big no-no when you're trying to keep people's attention for 90 minutes.",0
"... mainly because Ju-on 2 boasts an outrageous FORTY minutes' worth of material literally taken straight out of the first Ju-on - and when you consider that the sequel only runs for 76 minutes, that leaves you with 36 original minutes' worth of film. Ho-hum. I found that deeply irritating - as if viewers simply wouldn't remember the same stuff! - not to mention dull, having to watch it all over again.<br /><br />OK, that complaint aside, the byline for Ju-on 2 was that it was supposed to explain a lot of the unanswered questions from the first movie, which frankly, over 36 minutes, simply doesn't go far enough to making any kind of sense of the original's highly convoluted storyline.<br /><br />There are, however, some really nice new horror sequences which show how good the film might have been, had it had some time to develop; and some of the questions raised by the original - some, but not all - are answered.<br /><br />So in conclusion - if you loved the first original movie and want to see some further developments on the story, go for it - but just remember to keep your remote control to hand with your finger on the fast-forward button for forty minutes.",0
